source_id,audit_status,is_financial,financial_domain,family,required,path_type,automatable,producer_importable,needs_key,producer_script,producer_basename,producer_name_aligned,expected_outputs_count,outputs_present_count,offline_input,blocker,recommended_action
sam_exclusions,wired_needs_key,False,entity_resolution,entity_resolution,False,api_producer,True,True,SAM_API_KEY,scripts/download_sam_exclusions.py,download_sam_exclusions.py,True,1,0,,API key SAM_API_KEY not set,"Run producer under strict preflight; public API path, set key if gated."
congressional_earmarks,wired_not_set_to_materialize,True,federal_awards,federal,False,semantic_duplicate,False,True,,scripts/download_earmarks.py,download_earmarks.py,True,1,0,,no output by design,No action; covered by sibling source.
fpds_report_builder,wired_not_set_to_materialize,True,federal_awards,federal,False,semantic_duplicate,False,True,,scripts/download_grants.py,download_grants.py,False,1,0,,no output by design,No action; covered by sibling source.
fsrs_subawards,wired_not_set_to_materialize,True,federal_awards,federal,True,semantic_duplicate,False,True,,scripts/download_fsrs.py,download_fsrs.py,True,1,1,,no output by design,No action; covered by sibling source.
nara_catalog_aws_open_data,wired_not_set_to_materialize,False,archival_provenance,provenance_archival,False,deferred_stub,False,True,,scripts/download_nara_nextgen.py,download_nara_nextgen.py,False,2,0,,no output by design,Intentionally unimplemented; remains not_materialized by design.
nara_nextgen_catalog_v3,wired_not_set_to_materialize,False,archival_provenance,provenance_archival,False,deferred_stub,False,True,NARA_API_KEY,scripts/download_nara_nextgen.py,download_nara_nextgen.py,True,2,0,,no output by design,Intentionally unimplemented; remains not_materialized by design.
doj_settlements,queued_manual,True,federal_awards,federal,False,manual_export,False,True,,scripts/ingest_doj_settlements.py,ingest_doj_settlements.py,True,1,0,,awaiting operator file in data/raw/DOJ_Settlements/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
equitable_sharing,queued_manual,True,federal_awards,federal,False,manual_export,False,True,,scripts/ingest_equitable_sharing.py,ingest_equitable_sharing.py,True,1,0,,awaiting operator file in data/raw/Equitable_Sharing/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
irs_ctc_eitc_pr,queued_manual,True,federal_awards,federal,False,manual_export,False,True,,scripts/ingest_irs_ctc_eitc_pr.py,ingest_irs_ctc_eitc_pr.py,True,1,0,,awaiting operator file in data/raw/IRS_CTC_EITC/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
act_tolls_concession,queued_manual,True,infrastructure_contracts,infrastructure,False,manual_export,False,True,,scripts/ingest_act_tolls_concession.py,ingest_act_tolls_concession.py,True,1,0,,awaiting operator file in data/raw/ACT_Tolls/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
dtop_centerline_lrs,queued_manual,True,infrastructure_contracts,infrastructure,False,manual_export,False,True,,scripts/ingest_dtop_centerline_lrs.py,ingest_dtop_centerline_lrs.py,True,1,0,,awaiting operator file in data/manual/dtop_centerline_lrs/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
dtop_road_contracts,queued_manual,True,infrastructure_contracts,infrastructure,False,manual_export,False,True,,scripts/ingest_dtop_road_contracts.py,ingest_dtop_road_contracts.py,True,1,0,,awaiting operator file in data/manual/dtop_road_contracts/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
ports_airports_contracts,queued_manual,True,infrastructure_contracts,infrastructure,False,manual_export,False,True,,scripts/ingest_port_airport_contracts.py,ingest_port_airport_contracts.py,False,1,0,,awaiting operator file in data/manual/ports_airports_contracts/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
ports_authority,queued_manual,True,infrastructure_contracts,infrastructure,False,manual_export,False,True,,scripts/ingest_ports_authority.py,ingest_ports_authority.py,True,1,0,,awaiting operator file in data/raw/Ports/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa,queued_manual,True,infrastructure_contracts,infrastructure,True,manual_export,False,True,,scripts/ingest_prasa.py,ingest_prasa.py,True,1,0,,awaiting operator file in data/raw/PRASA/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa_cer,queued_manual,True,infrastructure_contracts,infrastructure,False,manual_export,False,True,,scripts/ingest_prasa_cer.py,ingest_prasa_cer.py,True,1,0,,awaiting operator file in data/raw/PRASA/cer/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa_cip,queued_manual,True,infrastructure_contracts,infrastructure,False,manual_export,False,True,,scripts/ingest_prasa_cer.py,ingest_prasa_cer.py,False,1,0,,awaiting operator file in data/raw/PRASA/cip/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa_completed_projects,queued_manual,True,infrastructure_contracts,infrastructure,False,manual_export,False,True,,scripts/ingest_prasa_cer.py,ingest_prasa_cer.py,False,1,0,,awaiting operator file in data/raw/PRASA/completed/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa_completed_projects_ppp,queued_manual,True,infrastructure_contracts,infrastructure,False,manual_export,False,True,,scripts/parse_aaa_ports_pdf.py,parse_aaa_ports_pdf.py,False,1,0,,awaiting operator file in data/raw/documents/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa_consulting_engineer_ppp,queued_manual,True,infrastructure_contracts,infrastructure,False,manual_export,False,True,,scripts/parse_aaa_ports_pdf.py,parse_aaa_ports_pdf.py,False,1,0,,awaiting operator file in data/raw/documents/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
stip_tip_projects,queued_manual,True,infrastructure_contracts,infrastructure,False,manual_export,False,True,,scripts/ingest_stip_tip_projects.py,ingest_stip_tip_projects.py,True,1,0,,awaiting operator file in data/manual/stip_tip_projects/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
transit_contracts,queued_manual,True,infrastructure_contracts,infrastructure,False,manual_export,False,True,,scripts/ingest_transit_contracts.py,ingest_transit_contracts.py,True,1,0,,awaiting operator file in data/manual/transit_contracts/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
act_toll_revenue,queued_manual,True,infrastructure_revenue,infrastructure_revenue,False,manual_export,False,True,,scripts/ingest_toll_revenue.py,ingest_toll_revenue.py,True,1,0,,awaiting operator file in data/manual/act_toll_revenue/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
ports_airports_revenue,queued_manual,True,infrastructure_revenue,infrastructure_revenue,False,manual_export,False,True,,scripts/ingest_port_airport_revenue.py,ingest_port_airport_revenue.py,False,1,0,,awaiting operator file in data/manual/ports_airports_revenue/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa_rate_revenue,queued_manual,True,infrastructure_revenue,infrastructure_revenue,False,manual_export,False,True,,scripts/ingest_utility_revenue.py,ingest_utility_revenue.py,False,1,0,,awaiting operator file in data/manual/prasa_rate_revenue/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prepa_luma_rate_revenue,queued_manual,True,infrastructure_revenue,infrastructure_revenue,False,manual_export,False,True,,scripts/ingest_utility_revenue.py,ingest_utility_revenue.py,False,1,0,,awaiting operator file in data/manual/prepa_rate_revenue/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
transit_fare_revenue,queued_manual,True,infrastructure_revenue,infrastructure_revenue,False,manual_export,False,True,,scripts/ingest_transit_fare_revenue.py,ingest_transit_fare_revenue.py,True,1,0,,awaiting operator file in data/manual/transit_fare_revenue/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
pr_cabilderos,queued_manual,True,lobbying_influence,lobbying,True,manual_export,False,True,,scripts/ingest_cabilderos.py,ingest_cabilderos.py,True,1,1,,awaiting operator file in data/raw/Cabilderos/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
dcaa_active_contractors,queued_manual,True,manual_financial,manual_export,False,manual_export,False,True,,scripts/download_active_contractors.py,download_active_contractors.py,True,1,0,,awaiting operator file in data/raw/Active Contractor Listing/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
hud_drgr_authorized,queued_manual,True,manual_financial,manual_export,True,manual_export,False,True,,scripts/ingest_hud_drgr_exports.py,ingest_hud_drgr_exports.py,False,2,0,,awaiting operator file in data/manual/hud_drgr/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
pr_corporate_registry,queued_manual,True,manual_financial,manual_export,False,manual_export,False,True,,scripts/ingest_active_contractors.py,ingest_active_contractors.py,False,1,0,,awaiting operator file in data/raw/Active Contractor Listing/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
sba_disaster_loans_pr,queued_manual,True,manual_financial,manual_export,False,manual_export,False,True,,scripts/import_sba_disaster_loans.py,import_sba_disaster_loans.py,False,2,0,,awaiting operator file in data/manual/sba_disaster_loans/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
crim_property_tax,queued_manual,True,municipal_finance,municipal,False,manual_export,False,True,,scripts/ingest_crim_property_tax.py,ingest_crim_property_tax.py,True,1,0,,awaiting operator file in data/raw/CRIM/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
ogpe_permits,queued_manual,True,municipal_finance,municipal,False,manual_export,False,True,,scripts/ingest_ogpe_permits.py,ingest_ogpe_permits.py,True,1,0,,awaiting operator file in data/raw/OGPe/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
contralor_electoral,queued_manual,True,political_finance,political_finance,False,manual_export,False,True,,scripts/ingest_oce.py,ingest_oce.py,False,1,1,,awaiting operator file in data/raw/OCE/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
donaciones_pr,queued_manual,True,political_finance,political_finance,False,manual_export,False,True,,scripts/ingest_donaciones.py,ingest_donaciones.py,True,1,1,,awaiting operator file in data/raw/Donaciones/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
ases_plan_vital,queued_manual,True,territorial_spending,territorial,False,manual_export,False,True,,scripts/ingest_ases_plan_vital.py,ingest_ases_plan_vital.py,True,1,0,,awaiting operator file in data/raw/ASES/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
bde_loans,queued_manual,True,territorial_spending,territorial,False,manual_export,False,True,,scripts/ingest_bde_loans.py,ingest_bde_loans.py,True,1,0,,awaiting operator file in data/raw/BDE/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
ddec_incentives,queued_manual,True,territorial_spending,territorial,False,manual_export,False,True,,scripts/ingest_ddec_incentives.py,ingest_ddec_incentives.py,True,1,0,,awaiting operator file in data/raw/DDEC_Incentives/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
dtop_vehicle_fees,queued_manual,True,territorial_spending,territorial,False,manual_export,False,True,,scripts/ingest_dtop_vehicle_fees.py,ingest_dtop_vehicle_fees.py,True,1,0,,awaiting operator file in data/raw/DTOP/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
gaming_commission,queued_manual,True,territorial_spending,territorial,False,manual_export,False,True,,scripts/ingest_gaming_commission.py,ingest_gaming_commission.py,True,1,0,,awaiting operator file in data/raw/Gaming/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
loteria_pr,queued_manual,True,territorial_spending,territorial,False,manual_export,False,True,,scripts/ingest_loteria_pr.py,ingest_loteria_pr.py,True,1,0,,awaiting operator file in data/raw/Loteria/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
oatrh_payroll,queued_manual,True,territorial_spending,territorial,False,manual_export,False,True,,scripts/ingest_oatrh_payroll.py,ingest_oatrh_payroll.py,True,1,0,,awaiting operator file in data/raw/OATRH_Payroll/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prpha_housing_subsidy,queued_manual,True,territorial_spending,territorial,False,manual_export,False,True,,scripts/ingest_prpha_housing_subsidy.py,ingest_prpha_housing_subsidy.py,True,1,0,,awaiting operator file in data/raw/PRPHA/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
tourism_room_tax,queued_manual,True,territorial_spending,territorial,False,manual_export,False,True,,scripts/ingest_tourism_room_tax.py,ingest_tourism_room_tax.py,True,1,0,,awaiting operator file in data/raw/Tourism/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
hacienda_sut_ivu,queued_scraper,True,territorial_spending,territorial,False,scraper_needed,False,True,,scripts/download_coverage_gap_intake.py,download_coverage_gap_intake.py,False,1,0,,needs scraping adapter,Queued: needs a scraping adapter for the PR-gov HTML/PDF surface.
pr_act_154_excise,queued_scraper,True,territorial_spending,territorial,False,scraper_needed,False,True,,scripts/download_coverage_gap_intake.py,download_coverage_gap_intake.py,False,1,0,,needs scraping adapter,Queued: needs a scraping adapter for the PR-gov HTML/PDF surface.
hmda_ffiec,not_considered,True,credit_lending,,False,,False,False,,,,False,0,0,,no registry entry,"add as api_producer; FFIEC/CFPB modified-LAR bulk + Data Browser, filter state=PR"
gsa_iolp_real_property,not_considered,True,federal_awards,,False,,False,False,,,,False,0,0,,no registry entry,"add as api_producer; download full IOLP dataset from Data.gov, filter state=PR"
prac_pandemic_oversight,not_considered,True,federal_awards,,False,,False,False,,,,False,0,0,,no registry entry,evaluate as enrichment/crosswalk rather than primary; PandemicOversight.gov Data Exports
pr_arbitrios_excise,not_considered,True,territorial_revenue,,False,,False,False,,,,False,0,0,,no registry entry,add as territorial revenue; Hacienda SC-2225 monthly arbitrios series
pr_ui_trust_fund,not_considered,True,territorial_spending,,False,,False,False,,,,False,0,0,,no registry entry,add as territorial source; US DOL ETA UI financial data (oui.doleta.gov) + PR DOL
