source_id,family,required,authentication,producer_script,expected_outputs,update_cadence,pipeline_status,blocker_notes
census_gov_finances,territorial,False,api_key:CENSUS_API_KEY,scripts/download_census_gov_finances.py,data/staging/processed/pr_census_gov_finances.csv,yearly,not_materialized,Census government-finance / tax-collection figures for PR (FIPS 72) via the Census Data API. Automatable (needs CENSUS_API_KEY); materialized by scripts/download_census_gov_finances.py. Caveat - Census notes PR is excluded from many API datasets; the producer returns EMPTY gracefully if PR is absent from the chosen dataset (dataset/vars confirmed on first live run).
fta_ntd,infrastructure,False,none,scripts/download_fta_ntd.py,data/staging/processed/pr_fta_ntd.csv,yearly,not_materialized,"FTA National Transit Database — financial, funding-source, and operating-expense data for PR transit agencies (PRHTA, PRITA, Ports Authority). Automatable via the Socrata SODA API on data.transportation.gov; materialized by scripts/download_fta_ntd.py (NTD resource id confirmed on first live run)."
pr_act_154_excise,territorial,False,none,scripts/download_coverage_gap_intake.py,data/staging/processed/pr_act_154_excise.csv,monthly,not_materialized,"Act 154 excise tax on foreign controlled corporations — historically ~$1.8B/yr and 13-21% of the General Fund, the single largest GF revenue line. Hacienda statistics surface; queued for a scraping adapter (scraper_needed)."
pr_income_tax_collections,territorial,False,none,scripts/download_estadisticas_pr.py,data/staging/processed/pr_income_tax_collections.csv,yearly,not_materialized,PR individual & corporate income tax collections — the income-contribution series from the Instituto de Estadisticas / Datos.PR CKAN portal. Largest recurring General Fund revenue category. Automatable via the CKAN API (datos.estadisticas.pr); materialized by scripts/download_estadisticas_pr.py.
pr_general_fund_revenues,territorial,False,none,scripts/download_estadisticas_pr.py,data/staging/processed/pr_general_fund_revenues.csv,monthly,not_materialized,"Consolidated PR General Fund net revenues by source (Instituto de Estadisticas ""Ingresos Netos al Fondo General"") — one authoritative series covering Act 154, income tax, IVU, arbitrios, licenses, lottery, customs, and rum cover-over. Automatable via the Datos.PR CKAN API (datos.estadisticas.pr); materialized by scripts/download_estadisticas_pr.py."
estadisticas_pr_external_trade,territorial,False,none,scripts/download_estadisticas_pr.py,data/staging/processed/pr_external_trade.csv,monthly,not_materialized,PR external-trade series (imports / exports) from the Instituto de Estadisticas / Datos.PR CKAN portal. Automatable via the CKAN API (datos.estadisticas.pr); materialized by scripts/download_estadisticas_pr.py alongside the General Fund revenue and income-tax series.
prasa_cer,infrastructure,False,manual_export,scripts/ingest_prasa_cer.py,data/staging/processed/pr_prasa_cer.csv,yearly,not_materialized,P0 - PRASA Capital Expenditure Report (CER) / audited financial-statement line items. Core financial-infrastructure evidence for PR's largest recovery-driven public corporation. Operator-delivered CSV extracts of the published PDFs.
prasa_cip,infrastructure,False,manual_export,scripts/ingest_prasa_cer.py,data/staging/processed/pr_prasa_cip.csv,yearly,not_materialized,"P0 - PRASA Capital Improvement Program (CIP) project list (project, cost, status, fiscal year). Operator-delivered CSV extracts."
prasa_completed_projects,infrastructure,False,manual_export,scripts/ingest_prasa_cer.py,data/staging/processed/pr_prasa_completed_projects.csv,yearly,not_materialized,P0 - PRASA completed projects — FEMA 406 / COR3 recovery-infrastructure join bridge. Operator-delivered CSV extracts.
legislapr_discovery,territorial_legislation,False,none,scripts/probe_legislapr_detail.py,data/staging/processed/pr_legislapr_measures_probe.json,weekly,not_materialized,LegislaPR is a public legislative discovery and enrichment surface for Puerto Rico measures. Treat extracted summaries/pros/cons as non-authoritative. Promote only when the measure is cross-confirmed against OpenStates and official Assembly/SUTRA links.
legislapr_sessions,territorial_legislation,False,none,scripts/ingest_legislapr_sessions.py,data/staging/processed/pr_legislapr_sessions.json,weekly,not_materialized,Deterministic session index extracted from LegislaPR discovery output and OpenStates URLs. No external service calls.
legislative_canonical_sources,territorial_legislation,False,api_key:OPENSTATES_API_KEY,scripts/fetch_legislative_canonical_sources.py,data/staging/processed/pr_legislative_measures_canonical.json,weekly,not_materialized,Canonical confirmation layer for LegislaPR discovery candidates. Uses OpenStates API v3 and official Assembly/SUTRA document links; requires OPENSTATES_API_KEY unless running in explicit SUTRA-only audit mode.
osl_sutra_crosswalk,territorial_legislation,False,none,scripts/build_osl_sutra_crosswalk.py,data/staging/processed/pr_osl_sutra_crosswalk.json,weekly,not_materialized,Deterministic OpenStates-to-official Assembly/SUTRA crosswalk. No network calls; link confidence is based on discovered canonical URLs and confirmation status.
legislative_fiscal_link_candidates,territorial_legislation,False,none,scripts/build_legislative_links.py,data/staging/processed/pr_legislative_fiscal_link_candidates.csv,weekly,not_materialized,Manual-review candidate queue linking legislative measures to fiscal records through conservative fiscal terms and agency or municipality text alignment.
nara_nextgen_catalog_v3,provenance_archival,False,api_key:NARA_API_KEY,scripts/download_nara_nextgen.py,data/staging/processed/nara_nextgen/nara_record_locator_index.csv;reports/source_manifests/nara_nextgen_catalog_v3_manifest.json,ad_hoc,not_materialized,"Targeted archival locator only. Do not use as a contract-award, financial-flow, or bulk archival source. Fetcher intentionally not implemented until a credential and bounded query allowlist are available. Persist minimal locator metadata only; do not store full responses, extracted text, or digital objects."
nara_catalog_aws_open_data,provenance_archival,False,none,scripts/download_nara_nextgen.py,data/staging/processed/nara_nextgen/nara_bulk_catalog_index.csv;reports/source_manifests/nara_catalog_aws_open_data_manifest.json,ad_hoc,not_materialized,"Future candidate for bulk archival metadata. Evaluate separately from the targeted Catalog API path after dataset location, format, licensing, and storage policy are verified."
