source_id,required,family,update_cadence,authentication,required_secret,trigger_type,terminal,path_type,automatable,ready,needs_key,has_adapter,producer_importable,producer_script,expected_outputs_count,outputs_present_count,min_rows,dropzone_path,recommended_action
oatrh_payroll,False,territorial,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_oatrh_payroll.py,1,0,1,data/raw/OATRH_Payroll/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
ogpe_permits,False,municipal,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_ogpe_permits.py,1,0,1,data/raw/OGPe/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
ports_airports_contracts,False,infrastructure,quarterly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_port_airport_contracts.py,1,0,1,data/manual/ports_airports_contracts/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
ports_airports_revenue,False,infrastructure_revenue,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_port_airport_revenue.py,1,0,1,data/manual/ports_airports_revenue/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
ports_authority,False,infrastructure,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_ports_authority.py,1,0,1,data/raw/Ports/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
pr_cabilderos,True,lobbying,quarterly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_cabilderos.py,1,1,1,data/raw/Cabilderos/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
pr_corporate_registry,False,manual_export,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_active_contractors.py,1,0,1,data/raw/Active Contractor Listing/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa,True,infrastructure,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_prasa.py,1,0,1,data/raw/PRASA/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa_cer,False,infrastructure,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_prasa_cer.py,1,0,1,data/raw/PRASA/cer/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa_cip,False,infrastructure,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_prasa_cer.py,1,0,1,data/raw/PRASA/cip/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa_completed_projects,False,infrastructure,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_prasa_cer.py,1,0,1,data/raw/PRASA/completed/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa_completed_projects_ppp,False,infrastructure,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/parse_aaa_ports_pdf.py,1,0,1,data/raw/documents/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa_consulting_engineer_ppp,False,infrastructure,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/parse_aaa_ports_pdf.py,1,0,1,data/raw/documents/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prasa_rate_revenue,False,infrastructure_revenue,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_utility_revenue.py,1,0,1,data/manual/prasa_rate_revenue/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prepa_luma_rate_revenue,False,infrastructure_revenue,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_utility_revenue.py,1,0,1,data/manual/prepa_rate_revenue/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
prpha_housing_subsidy,False,territorial,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_prpha_housing_subsidy.py,1,0,1,data/raw/PRPHA/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
sba_disaster_loans_pr,False,manual_export,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/import_sba_disaster_loans.py,2,0,1,data/manual/sba_disaster_loans/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
stip_tip_projects,False,infrastructure,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_stip_tip_projects.py,1,0,1,data/manual/stip_tip_projects/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
tourism_room_tax,False,territorial,ad_hoc,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_tourism_room_tax.py,1,0,1,data/raw/Tourism/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
transit_contracts,False,infrastructure,quarterly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_transit_contracts.py,1,0,1,data/manual/transit_contracts/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
transit_fare_revenue,False,infrastructure_revenue,yearly,manual_export,,file_drop,False,manual_export,False,False,,False,True,scripts/ingest_transit_fare_revenue.py,1,0,1,data/manual/transit_fare_revenue/,Operator delivers file to the dropzone; see manual_export_registry.yaml + runbook.
hacienda_sut_ivu,False,territorial,monthly,none,,disabled,False,scraper_needed,False,False,,False,True,scripts/download_coverage_gap_intake.py,1,0,0,,Queued: needs a scraping adapter for the PR-gov HTML/PDF surface.
pr_act_154_excise,False,territorial,monthly,none,,disabled,False,scraper_needed,False,False,,False,True,scripts/download_coverage_gap_intake.py,1,0,0,,Queued: needs a scraping adapter for the PR-gov HTML/PDF surface.
congressional_earmarks,False,federal,yearly,none,,disabled,True,semantic_duplicate,False,False,,False,True,scripts/download_earmarks.py,1,0,1,,No action; covered by sibling source.
fpds_report_builder,False,federal,quarterly,none,,disabled,True,semantic_duplicate,False,False,,False,True,scripts/download_grants.py,1,0,1,,No action; covered by sibling source.
fsrs_subawards,True,federal,weekly,none,,disabled,True,semantic_duplicate,False,False,,False,True,scripts/download_fsrs.py,1,1,1,,No action; covered by sibling source.
