source_id,family,required,authentication,expected_output_count,present_count,missing_count,empty_count,source_status,total_rows_present,min_rows_threshold,first_expected_output,blocker_notes,materiality_label,coverage_status,certification_status
prasa_completed_projects_ppp,infrastructure,False,manual_export,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_ports_airports_contracts.csv,PRASA completed-projects PDF. Parser exists (scripts/parse_aaa_ports_pdf.py) and degrades to an empty result while the source file is absent.,empty,uncontracted,uncertified
prasa_consulting_engineer_ppp,infrastructure,False,manual_export,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_ports_airports_contracts.csv,"PRASA FY2024 Consulting Engineer report, a disclosed source for capital and concession programme status.",empty,uncontracted,uncertified
prasa_contracts_master,infrastructure,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/prasa_contracts_master.csv,Vendor-level aggregation of pr_prasa_contracts.csv. Closes the previously-dangling prasa_contracts_master.csv output (declared with no producer). Derived source; runs after the prasa dropzone ingest.,empty,uncontracted,uncertified
prasa_rate_revenue,infrastructure_revenue,False,manual_export,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_prasa_rate_revenue.csv,"Aggregate PRASA water/sewer rate revenue from audited financials, rate-case filings, and EMMA disclosures. Shares scripts/ingest_utility_revenue.py with prepa_luma_rate_revenue.",empty,uncontracted,uncertified
prepa_luma_genera,infrastructure,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_prepa_contracts.csv,PREPA / LUMA Energy / Genera PR contracts and operating data.,empty,uncontracted,uncertified
prepa_luma_rate_revenue,infrastructure_revenue,False,manual_export,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_prepa_rate_revenue.csv,Aggregate PREPA/LUMA power rate revenue from audited financials and EMMA legacy revenue-bond disclosures. Shares scripts/ingest_utility_revenue.py with prasa_rate_revenue.,empty,uncontracted,uncertified
promesa_creditors,territorial,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_promesa_creditors.csv,,empty,uncontracted,uncertified
prpha_housing_subsidy,territorial,False,manual_export,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_prpha_subsidies.csv,"PR Public Housing Administration (AVP/PRPHA) operating subsidies and RAD conversions. Distinct from HUD Section-8 HCV. Operator-delivered exports.
",empty,uncontracted,uncertified
rdc_demandas_civiles,territorial,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_rdc_demandas_civiles.csv,"Registro de Demandas Civiles — the registry the Departamento de Justicia must publish under Ley Núm. 1-2003: every civil claim filed against a government agency, instrumentality or municipality, with ",empty,below_contract,uncertified
research_grants,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_research_master.csv,,empty,uncontracted,uncertified
roadwatch_corridor_join,infrastructure,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/roadwatch_corridor_join_candidates.csv,"Derived corridor-join ledger. Maps STIP/TIP roadway projects onto the
RoadWatch segment network via route-km measures and spatial overlay, then
promotes route-only projects to segment-level candidates",empty,uncontracted,uncertified
rum_cover_over,territorial,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_rum_coverover.csv,,empty,uncontracted,uncertified
sam_exclusions,entity_resolution,False,api_key:SAM_API_KEY,1,0,1,0,not_materialized,0,1,data/staging/processed/sam_exclusions.csv,"SAM.gov exclusions (debarment) list — suspended/excluded parties. Screening complement to sam_entities and ofac_sdn. Requires SAM_API_KEY.
",empty,uncontracted,uncertified
sam_opportunities,federal,False,api_key:SAM_API_KEY,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_sam_opportunities.csv,Pre-award federal solicitations / bid notices (Place of Performance = PR) via the SAM.gov Get Opportunities API. Compliant primary-source replacement for the commercial govcb.com aggregator. Requires ,empty,uncontracted,uncertified
sba_disaster_loans_pr,manual_export,False,manual_export,2,0,2,0,not_materialized,0,1,data/staging/processed/sba_recovery_loans_pr.jsonl,"SBA Disaster Loan Data for Puerto Rico workbook (FY22 Home + FY22 Business sheets), verified-loss vs. approved-loan gap analysis. Distinct from the automated sba_loans CKAN pull above. See registries/",empty,unverifiable,uncertified
sba_loans,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_sba_loans_master.csv,,empty,uncontracted,uncertified
sba_ppp,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_sba_ppp.csv,,empty,uncontracted,uncertified
sbir,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_sbir.csv,,empty,uncontracted,uncertified
sec_13f_bpop_8q_certification,capital_control,False,none,3,0,3,0,not_materialized,0,1,data/staging/processed/capital_control/sec13f_pr_golden_holdings.csv,Bounded fail-closed BPOP eight-quarter ownership certification plus OFG/EVTC parser regressions. Deep Dive promotion is a separate downstream vector.,empty,uncontracted,uncertified
sec_13f_bpop_golden_freeze,capital_control,False,none,1,0,1,0,not_materialized,0,1,data/manifests/capital_control/bpop_8q_freeze_manifest.json,"Exact eight-archive authoritative byte freeze for BPOP 2024Q2-2026Q1, with archive/member SHA-256.",empty,uncontracted,uncertified
sec_13f_nport,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_sec_holdings.csv,,empty,uncontracted,uncertified
sec_edgar,federal,False,none,2,0,2,0,not_materialized,0,1,data/staging/processed/pr_sec_companies.csv,,empty,uncontracted,uncertified
sec_equity_identity_v2,capital_control,False,none,4,0,4,0,not_materialized,0,1,data/staging/processed/pr_sec_companies_v2.csv,Fail-closed BPOP/OFG/EVTC ticker-CIK rematerialization. No name-only repair or synthetic financial fallback.,empty,uncontracted,uncertified
sec_holdings_discovery_v2,capital_control,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_sec_holdings_discovery_v2.csv,Preserves legacy municipal/debt discovery while separating FORM13FFILENUMBER from CIK and prohibiting corporate-equity promotion.,empty,uncontracted,uncertified
sec_officers,entity_resolution,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_sec_officers.csv,"Free, keyless officers/directors of PR-domiciled SEC filers, parsed from
Form 3/4/5 insider-filing ownership XML. Replaces the OpenCorporates
officers slice (whose seeds were all SEC filers).
",empty,uncontracted,uncertified
sf133_budget_execution,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_sf133.csv,,empty,uncontracted,uncertified
slfrf,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_slfrf_master.csv,,empty,uncontracted,uncertified
snap_nap,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_snap_nap.csv,,empty,uncontracted,uncertified
ssa,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_ssa_benefits.csv,,empty,uncontracted,uncertified
stip_tip_projects,infrastructure,False,manual_export,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_stip_tip_projects.csv,"STIP/TIP project tables (e.g. Amendment 5, FY2023-26) and bid plans,
typically distributed as PDF. Parse with Tabula/Camelot into
infrastructure_projects rows carrying route_id and km extents where st",empty,uncontracted,uncertified
tourism_room_tax,territorial,False,manual_export,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_tourism_roomtax.csv,"PR Tourism Company hotel-occupancy tax (impuesto de ocupacion) and co-op marketing contributions. Operator-delivered exports.
",empty,uncontracted,uncertified
transit_contracts,infrastructure,False,manual_export,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_transit_contracts.csv,AMA / Tren Urbano (ATI) operating and O&M contracts.,empty,uncontracted,uncertified
transit_fare_revenue,infrastructure_revenue,False,manual_export,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_transit_fare_revenue.csv,Aggregate transit farebox revenue (AMA buses + Tren Urbano / ATI) from audited financials and budgets.,empty,uncontracted,uncertified
usace_civil_works,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_usace_civil_master.csv,,empty,uncontracted,uncertified
usace_permits,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_usace_permits.csv,,empty,uncontracted,uncertified
usaspending_loans,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_federal_loans.csv,"Federal direct loans and loan guarantees (assistance type 07/08) to PR recipients via the USASpending API. Captures face value + federal subsidy cost, distinct from contracts/grants.
",empty,uncontracted,uncertified
usda_farm_subsidies,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_usda_farm_subsidies.csv,"USDA FSA direct payments + RMA crop-insurance subsidies to PR producers via USASpending (assistance types 06/10). Distinct from rural-development usda_grants.
",empty,uncontracted,uncertified
usda_grants,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_usda_master.csv,,empty,uncontracted,uncertified
va_benefits,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_va_benefits.csv,,empty,uncontracted,uncertified
wic,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_wic.csv,,empty,uncontracted,uncertified
wioa,federal,False,none,1,0,1,0,not_materialized,0,1,data/staging/processed/pr_wioa_grants.csv,,empty,uncontracted,uncertified
highergov_supplemental,federal,False,api_key:HIGHERGOV_API_KEY,2,1,1,0,partially_materialized,0,1,data/raw/HigherGov/,Supplementary federal contract intel via HigherGov. PDFs require parse_highergov_pdfs.,empty,uncontracted,uncertified
act_transition_contracts,manual_export,False,manual_export,1,1,0,0,fully_materialized,656,1,data/staging/processed/pr_act_transition_contracts.csv,"PR ACT transition contract files (Autopistas, Ferrovial, LPC&D, etc.). Manual export. Shares the data/raw/act_transition/ dropzone with acuden_2024_transition; the committed extract's source_dataset c",validated_complete,meets_contract,provisional
act_transition_ppp,infrastructure,False,none,1,1,0,0,fully_materialized,25,1,data/reference/pr_ppp_concession_contracts.csv,"P3 concession contracts extracted from the committed ACT/ACUDEN transition report workbook (data/raw/act_transition/reextraction_2026-07/). Source document is already in-repo, so this needs no operato",seed,uncontracted,provisional
acuden_2024_transition,manual_export,False,manual_export,1,1,0,0,fully_materialized,1147,1,data/staging/processed/pr_acuden_transition.csv,ACUDEN 2024 transition contract file. Transfer-of-funds contracts to municipalities/daycare/nonprofits. Shares the data/raw/act_transition/ dropzone with act_transition_contracts; the committed extrac,validated_complete,meets_contract,provisional
