path,category,imports_from,imported_by,output_files,keep_merge_archive_delete,reason
archive/r4_legacy/scripts/download_promesa_creditors.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_promesa_creditors*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_research.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_research*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_rum_coverover.py,INGEST,scripts.config,run_all.py;tests/test_new_downloaders.py,data/staging/processed/pr_rum_coverover*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_sba.py,INGEST,scripts.config,tests/test_r48d_downloader_return_flow.py,data/staging/processed/pr_sba*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_sbir.py,INGEST,scripts.config,tests/test_r48d_downloader_return_flow.py,data/staging/processed/pr_sbir*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_sec.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_sec*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_sec_holdings.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_sec_holdings*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_sf133.py,INGEST,scripts.config,run_all.py;tests/test_download_sf133.py,data/staging/processed/pr_sf133*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_slfrf.py,INGEST,scripts.config,,data/staging/processed/pr_slfrf*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_snap_nap.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_snap_nap*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_ssa.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_ssa*.csv,ARCHIVED,"Unique logic, active imports, or tested"
scripts/download_subawards.py,INGEST,scripts.config,run_all.py;tests/test_r48d_downloader_return_flow.py,data/staging/processed/pr_subawards*.csv,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_usace_civil.py,INGEST,scripts.config,run_all.py;tests/test_r48d_downloader_return_flow.py,data/staging/processed/pr_usace_civil*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_usace_permits.py,INGEST,scripts.build_unified_master;scripts.config,run_all.py,data/staging/processed/pr_usace_permits*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_usda.py,INGEST,scripts.config,,data/staging/processed/pr_usda*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_va.py,INGEST,scripts.build_unified_master;scripts.config,run_all.py,data/staging/processed/pr_va*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_wic.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_wic*.csv,ARCHIVED,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/download_wioa.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_wioa*.csv,ARCHIVED,"Unique logic, active imports, or tested"
scripts/emma_mapper.py,NORMALIZE,,run_all.py;tests/test_emma_mapper.py,,MERGE→scripts/source_mappers.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/entity_resolution.py,RESOLVE,scripts.config;scripts.sam_enrichment,run_all.py,data/staging/processed/entity_master.csv,KEEP,"Unique logic, active imports, or tested"
scripts/execution_chain_builder.py,UTILITY,,tests/test_execution_chain_builder.py,data/staging/processed/execution_chain_master.csv,KEEP,"Unique logic, active imports, or tested"
scripts/fdic_mapper.py,NORMALIZE,,run_all.py;tests/test_fdic_mapper.py,,MERGE→scripts/source_mappers.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/fetch_highergov_api.py,UTILITY,,run_all.py,,ARCHIVE,No active test coverage; not wired into run_all; dev-only or one-time artifact
scripts/gap_analysis_builder.py,UTILITY,,tests/test_gap_analysis_builder.py,reports/gap_analysis_report.csv,KEEP,"Unique logic, active imports, or tested"
scripts/generate_report.py,EXPORT,contract_sweeper.validation.production_status;scripts.config,run_all.py,reports/*.md,KEEP,"Unique logic, active imports, or tested"
scripts/highergov_manifest.py,UTILITY,,scripts/normalize_expansion_inputs.py,,ARCHIVE,No active test coverage; not wired into run_all; dev-only or one-time artifact
scripts/highergov_mapper.py,NORMALIZE,,tests/test_highergov_mapper.py,,MERGE→scripts/source_mappers.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/influence_graph_builder.py,GRAPH,,tests/test_influence_graph_builder.py,data/exports/influence_graph.graphml,KEEP,"Unique logic, active imports, or tested"
scripts/ingest_active_contractors.py,INGEST,scripts.config,run_all.py;tests/test_ingest_manual_data.py,data/staging/processed/pr_active_contractors*.csv,MERGE→scripts/ingest_pr_local_sources.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/ingest_cabilderos.py,INGEST,scripts.config,run_all.py;tests/test_ingest_manual_data.py,data/staging/processed/pr_cabilderos*.csv,MERGE→scripts/ingest_pr_local_sources.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/ingest_contralor.py,INGEST,scripts.config,run_all.py;tests/test_ingest_manual_data.py,data/staging/processed/pr_contralor*.csv,MERGE→scripts/ingest_pr_local_sources.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/ingest_cor3.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_cor3*.csv,MERGE→scripts/ingest_pr_local_sources.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/ingest_fec.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_fec*.csv,KEEP,"Unique logic, active imports, or tested"
scripts/ingest_fema_pa_portal_exports.py,INGEST,scripts.build_unified_master;scripts.config;scripts.parquet_utils,run_all.py,data/staging/processed/pr_fema_pa_portal_exports*.csv,MERGE→scripts/ingest_disaster_recovery.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/ingest_follow_the_money.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_follow_the_money*.csv,KEEP,"Unique logic, active imports, or tested"
scripts/ingest_grants.py,INGEST,scripts.config,run_all.py,data/staging/processed/pr_grants*.csv,KEEP,"Unique logic, active imports, or tested"
scripts/ingest_hud_drgr_exports.py,INGEST,scripts.build_unified_master;scripts.config;scripts.parquet_utils,run_all.py,data/staging/processed/pr_hud_drgr_exports*.csv,MERGE→scripts/ingest_disaster_recovery.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/ingest_prasa.py,INGEST,scripts.config,run_all.py;tests/test_ingest_manual_data.py,data/staging/processed/pr_prasa*.csv,MERGE→scripts/ingest_pr_local_sources.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/ingest_report_builder.py,INGEST,scripts.config,run_all.py;tests/test_ingest_manual_data.py,data/staging/processed/pr_report_builder*.csv,KEEP,"Unique logic, active imports, or tested"
scripts/lda_enrich.py,RESOLVE,scripts.config,run_all.py;tests/test_lda_enrich.py,,KEEP,"Unique logic, active imports, or tested"
scripts/link_fema_pa_to_contracts.py,LINK,scripts.build_unified_master;scripts.config;scripts.parquet_utils,run_all.py,,MERGE→scripts/asset_linkers.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/link_hud_drgr_to_assets.py,LINK,scripts.config;scripts.parquet_utils,run_all.py,,MERGE→scripts/asset_linkers.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/link_hud_drgr_to_contracts.py,LINK,scripts.build_unified_master;scripts.config;scripts.parquet_utils,run_all.py,,MERGE→scripts/asset_linkers.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/network_graph.py,GRAPH,contract_sweeper.validation.production_status;scripts.config,run_all.py,data/exports/network_graph.graphml,KEEP,"Unique logic, active imports, or tested"
scripts/ngo_integration.py,UTILITY,,,data/staging/processed/pr_ngo_entities.csv,KEEP,"Unique logic, active imports, or tested"
scripts/normalize_expansion_inputs.py,NORMALIZE,scripts.config;scripts.highergov_manifest,run_all.py;tests/test_normalize.py,,MERGE→scripts/normalize_inputs.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/normalize_hud_drgr.py,NORMALIZE,scripts.build_unified_master;scripts.config;scripts.parquet_utils,run_all.py,,MERGE→scripts/normalize_inputs.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/parent_collapse.py,NORMALIZE,contract_sweeper.runtime.name_normalization,tests/test_parent_collapse.py,data/staging/processed/pr_parent_collapsed.csv,KEEP,"Unique logic, active imports, or tested"
scripts/parquet_utils.py,UTILITY,scripts.parquet_utils,scripts/build_financial_flows_master.py;scripts/download_hud_drgr_public.py;scripts/download_openfema_pa_projects.py;scripts/ingest_fema_pa_portal_exports.py;scripts/ingest_hud_drgr_exports.py…,,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/parse_highergov_pdfs.py,UTILITY,,,,ARCHIVED,No active test coverage; not wired into run_all; dev-only or one-time artifact
archive/r4_legacy/scripts/regenerate_registry_json.py,UTILITY,,,,ARCHIVED,No active test coverage; not wired into run_all; dev-only or one-time artifact
archive/r4_legacy/scripts/run_acquisition_package_r48g.py,RUNNER,contract_sweeper.pipeline.acquisition_package;contract_sweeper.pipeline.credential_unblock_plan,tests/test_acquisition_package_r48g.py,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_artifact_lineage_audit.py,VALIDATE,contract_sweeper.validation.cache_audit,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_backfill_execution_plan_r46.py,RUNNER,contract_sweeper.validation.backfill_execution_plan,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_backfill_failure_remediation_r48c.py,RUNNER,contract_sweeper.pipeline.backfill_failure_remediation,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_backfill_readiness_audit_r48a.py,VALIDATE,contract_sweeper.pipeline.backfill_readiness_audit,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_backfill_runner_r47.py,RUNNER,contract_sweeper.pipeline.backfill_runner,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_controlled_backfill_execution_r48b.py,RUNNER,contract_sweeper.pipeline.controlled_backfill_execution,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_controlled_backfill_r48.py,RUNNER,contract_sweeper.pipeline.controlled_backfill,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_entity_universe_audit.py,VALIDATE,contract_sweeper.validation.entity_universe_audit,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_external_blocker_freeze_r49d.py,RUNNER,contract_sweeper.pipeline.external_blocker_freeze,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_external_source_delivery_gate_r49c.py,VALIDATE,contract_sweeper.pipeline.external_source_delivery_gate,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_final_source_recovery_pass_r48i.py,RUNNER,contract_sweeper.pipeline.final_source_recovery_pass,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_manual_fallback_endpoint_resolution_r48e.py,RUNNER,contract_sweeper.pipeline.endpoint_resolution;contract_sweeper.pipeline.manual_fallback_package;contract_sweeper.pipeline.producer_failure_resolution,tests/test_manual_fallback_endpoint_resolution_r48e.py,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_manual_fulfillment_endpoint_retry_r48h.py,RUNNER,contract_sweeper.pipeline.final_backfill_retry,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_manual_import_dropzone_retry_r48f.py,RUNNER,contract_sweeper.pipeline.endpoint_patch_retry;contract_sweeper.pipeline.manual_import_dropzone;contract_sweeper.pipeline.producer_patch_retry,tests/test_manual_import_dropzone_retry_r48f.py,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_master_input_recovery_and_rebuild.py,RUNNER,contract_sweeper.validation.master_input_recovery,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_partial_master_rebuild_r49a.py,RUNNER,contract_sweeper.pipeline.partial_master_rebuild,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
scripts/run_production_status_gate.py,VALIDATE,contract_sweeper.validation.production_status,,,MERGE→scripts/run_pipeline.py,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_raw_usaspending_discovery_r49h.py,RUNNER,contract_sweeper.pipeline.raw_usaspending_discovery,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_raw_usaspending_mapping_feasibility_r49h2.py,RUNNER,contract_sweeper.pipeline.raw_usaspending_mapping_feasibility,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
scripts/run_repo_quality_audit_r49z_b.py,VALIDATE,contract_sweeper.pipeline.repo_quality_audit,,,MERGE→scripts/run_pipeline.py,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_scoped_unfreeze_retry_r49g.py,RUNNER,contract_sweeper.pipeline.scoped_partial_rebuild;contract_sweeper.pipeline.scoped_unfreeze_materialization,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_source_coverage_audit.py,VALIDATE,contract_sweeper.validation.source_coverage,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_source_delivery_handoff_r49e.py,RUNNER,contract_sweeper.pipeline.source_delivery_handoff,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
scripts/run_source_delivery_watch_r49f.py,RUNNER,contract_sweeper.pipeline.source_delivery_watch,,,MERGE→scripts/run_pipeline.py,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_source_input_recovery_and_canonical_staging.py,RUNNER,contract_sweeper.validation.source_input_recovery,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_source_materialization_rebuild_retry_r49b.py,RUNNER,contract_sweeper.pipeline.partial_rebuild_retry;contract_sweeper.pipeline.source_materialization,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
scripts/run_source_recovery_pause_lock_r49z.py,RUNNER,contract_sweeper.pipeline.source_recovery_pause_lock,,,MERGE→scripts/run_pipeline.py,Structurally identical to merge-target siblings; consolidate under one module
archive/r4_legacy/scripts/run_targeted_backfill_retry_r48d.py,RUNNER,contract_sweeper.pipeline.targeted_backfill_retry,,,ARCHIVED,Structurally identical to merge-target siblings; consolidate under one module
scripts/sam_enrichment.py,RESOLVE,scripts.config,run_all.py;scripts/analyze_bond_flow.py;scripts/analyze_project_delivery.py;scripts/analyze_rfp_lobby.py;scripts/entity_resolution.py…,data/staging/processed/enrichment/sam_*.csv,KEEP,"Unique logic, active imports, or tested"
scripts/sam_uei_parent_lookup.py,RESOLVE,,,,KEEP,"Unique logic, active imports, or tested"
scripts/scan_for_secrets.py,UTILITY,,,,ARCHIVE,No active test coverage; not wired into run_all; dev-only or one-time artifact
scripts/setup_directories.py,UTILITY,scripts.config,run_all.py;scripts/download_instructions.py;tests/test_setup_directories.py,,KEEP,"Unique logic, active imports, or tested"
archive/r4_legacy/scripts/triage_misc_drop.py,UTILITY,,,,ARCHIVED,No active test coverage; not wired into run_all; dev-only or one-time artifact
scripts/usaspending_parent_uei_extract.py,UTILITY,,,,KEEP,"Unique logic, active imports, or tested"
scripts/validate_downloads.py,VALIDATE,scripts.config,run_all.py;tests/test_validate_downloads.py,,KEEP,"Unique logic, active imports, or tested"
scripts/validate_expansion_coverage.py,VALIDATE,scripts.config,run_all.py;tests/test_validate_coverage.py,,KEEP,"Unique logic, active imports, or tested"
scripts/validate_fema_pa_coverage.py,VALIDATE,scripts.config;scripts.parquet_utils,run_all.py,,MERGE→scripts/validate_disaster_funding.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/validate_hud_drgr_amounts.py,VALIDATE,scripts.config;scripts.parquet_utils,run_all.py,,MERGE→scripts/validate_disaster_funding.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/validate_hud_drgr_coverage.py,VALIDATE,scripts.config;scripts.parquet_utils,run_all.py,,MERGE→scripts/validate_disaster_funding.py,Structurally identical to merge-target siblings; consolidate under one module
scripts/write_source_manifests.py,UTILITY,contract_sweeper.runtime.manifest_runtime;contract_sweeper.runtime.source_registry,tests/test_write_source_manifests.py,registries/source_manifests/*.json,KEEP,"Unique logic, active imports, or tested"
